126794236516480 -
136679711954688 lock
136679711954640 log_prior
136679711954592 send
136679711961552 recv
126794238328368 log_likelihood
126794255490784 send
126794235084624 process_conf
126794235084384 preprocess_data
126794235138352 log_likelihood2
< 136679711954688 2912060 136686256525440 1780985080.9498987
> 136679711954640 2912060 136686256525440 1780985080.9499967
< 136679711954640 2912060 136686256525440 1780985080.9504776
> 136679711954592 2912060 136686256525440 1780985080.9504912
> 126794236516480 2911992 126800800096384 1780985081.0250266
< 126794236516480 2911992 126800800096384 1780985081.0251
< 136679711954592 2912060 136686256525440 1780985081.0331266
> 136679711961552 2912060 136686256525440 1780985081.0331717
> 126794236516480 2911992 126800800096384 1780985081.1057718
< 126794236516480 2911992 126800800096384 1780985081.1058786
> 126794238328368 2911992 126800800096384 1780985081.1061144
> 126794235084624 2911992 126800800096384 1780985081.1061645
< 126794235084624 2911992 126800800096384 1780985081.1114721
> 126794235084384 2911992 126800800096384 1780985081.111509
< 126794235084384 2911992 126800800096384 1780985081.111994
> 126794235138352 2911992 126800800096384 1780985081.1120172
< 126794235138352 2911992 126800800096384 1780985081.1854327
< 126794238328368 2911992 126800800096384 1780985081.1854863
> 126794255490784 2911992 126800800096384 1780985081.1855044
< 126794255490784 2911992 126800800096384 1780985081.2643502
< 136679711961552 2912060 136686256525440 1780985081.2666883
> 136679711954688 2912060 136686256525440 1780985081.2667384
< 136679711954688 2912060 136686256525440 1780985081.2667532
> 136679711954640 2912060 136686256525440 1780985081.2668505
< 136679711954640 2912060 136686256525440 1780985081.2674537
> 136679711954592 2912060 136686256525440 1780985081.267498
> 126794236516480 2911992 126800800096384 1780985081.3455727
< 126794236516480 2911992 126800800096384 1780985081.3456752
< 136679711954592 2912060 136686256525440 1780985081.3493514
> 136679711961552 2912060 136686256525440 1780985081.349379
> 126794236516480 2911992 126800800096384 1780985081.4254544
< 126794236516480 2911992 126800800096384 1780985081.4255323
> 126794238328368 2911992 126800800096384 1780985081.425749
> 126794235084624 2911992 126800800096384 1780985081.425761
< 126794235084624 2911992 126800800096384 1780985081.429226
> 126794235084384 2911992 126800800096384 1780985081.4292495
< 126794235084384 2911992 126800800096384 1780985081.4295766
> 126794235138352 2911992 126800800096384 1780985081.4295907
< 126794235138352 2911992 126800800096384 1780985081.500037
< 126794238328368 2911992 126800800096384 1780985081.5000956
> 126794255490784 2911992 126800800096384 1780985081.5001142
< 126794255490784 2911992 126800800096384 1780985081.5793622
< 136679711961552 2912060 136686256525440 1780985081.5823731
> 136679711954688 2912060 136686256525440 1780985081.5824153
< 136679711954688 2912060 136686256525440 1780985081.5824313
> 136679711954640 2912060 136686256525440 1780985081.5825508
< 136679711954640 2912060 136686256525440 1780985081.58302
> 136679711954592 2912060 136686256525440 1780985081.5830345
> 126794236516480 2911992 126800800096384 1780985081.6618674
< 126794236516480 2911992 126800800096384 1780985081.6619787
< 136679711954592 2912060 136686256525440 1780985081.6656818
> 136679711961552 2912060 136686256525440 1780985081.6657162
> 126794236516480 2911992 126800800096384 1780985081.7493603
